Majority.protein.IDs	Protein.ID	Entry.Name	Gene.names	Protein.Length	Coverage	Organism	Protein.Existence	Description	Protein.Probability	Top.Peptide.Probability	razorUniqueCount	spectraCount	razorUniqueCount.MIAPACA_1	razorUniqueCount.MIAPACA_2	razorUniqueCount.MIAPACA_3	razorUniqueCount.MIAPACA_4	razorUniqueCount.MIAPACA_5	razorUniqueCount.MIAPACA_AG205_1	razorUniqueCount.MIAPACA_AG205_2	razorUniqueCount.MIAPACA_AG205_3	razorUniqueCount.MIAPACA_AG205_4	razorUniqueCount.MIAPACA_AG205_5	razorUniqueCount.PGRMC1_1	razorUniqueCount.PGRMC1_2	razorUniqueCount.PGRMC1_3	razorUniqueCount.PGRMC1_4	razorUniqueCount.PGRMC1_5	razorUniqueCount.PGRMC1_AG205_1	razorUniqueCount.PGRMC1_AG205_2	razorUniqueCount.PGRMC1_AG205_3	razorUniqueCount.PGRMC1_AG205_4	razorUniqueCount.PGRMC1_AG205_5	Indistinguishable.Proteins	Potential.contaminant	quantified	logFC_PGRMC1__vs__MIAPACA	AveExpr_PGRMC1__vs__MIAPACA	t_PGRMC1__vs__MIAPACA	P.Value_PGRMC1__vs__MIAPACA	adj.P.Val_PGRMC1__vs__MIAPACA	B_PGRMC1__vs__MIAPACA	logFC_PGRMC1_AG205__vs__MIAPACA_AG205	AveExpr_PGRMC1_AG205__vs__MIAPACA_AG205	t_PGRMC1_AG205__vs__MIAPACA_AG205	P.Value_PGRMC1_AG205__vs__MIAPACA_AG205	adj.P.Val_PGRMC1_AG205__vs__MIAPACA_AG205	B_PGRMC1_AG205__vs__MIAPACA_AG205	logFC_PGRMC1__vs__PGRMC1_AG205	AveExpr_PGRMC1__vs__PGRMC1_AG205	t_PGRMC1__vs__PGRMC1_AG205	P.Value_PGRMC1__vs__PGRMC1_AG205	adj.P.Val_PGRMC1__vs__PGRMC1_AG205	B_PGRMC1__vs__PGRMC1_AG205	logFC_MIAPACA__vs__MIAPACA_AG205	AveExpr_MIAPACA__vs__MIAPACA_AG205	t_MIAPACA__vs__MIAPACA_AG205	P.Value_MIAPACA__vs__MIAPACA_AG205	adj.P.Val_MIAPACA__vs__MIAPACA_AG205	B_MIAPACA__vs__MIAPACA_AG205	TotalIntensity_MIAPACA_1	TotalIntensity_MIAPACA_2	TotalIntensity_MIAPACA_3	TotalIntensity_MIAPACA_4	TotalIntensity_MIAPACA_5	TotalIntensity_MIAPACA_AG205_1	TotalIntensity_MIAPACA_AG205_2	TotalIntensity_MIAPACA_AG205_3	TotalIntensity_MIAPACA_AG205_4	TotalIntensity_MIAPACA_AG205_5	TotalIntensity_PGRMC1_1	TotalIntensity_PGRMC1_2	TotalIntensity_PGRMC1_3	TotalIntensity_PGRMC1_4	TotalIntensity_PGRMC1_5	TotalIntensity_PGRMC1_AG205_1	TotalIntensity_PGRMC1_AG205_2	TotalIntensity_PGRMC1_AG205_3	TotalIntensity_PGRMC1_AG205_4	TotalIntensity_PGRMC1_AG205_5	UniqueIntensity_MIAPACA_1	UniqueIntensity_MIAPACA_2	UniqueIntensity_MIAPACA_3	UniqueIntensity_MIAPACA_4	UniqueIntensity_MIAPACA_5	UniqueIntensity_MIAPACA_AG205_1	UniqueIntensity_MIAPACA_AG205_2	UniqueIntensity_MIAPACA_AG205_3	UniqueIntensity_MIAPACA_AG205_4	UniqueIntensity_MIAPACA_AG205_5	UniqueIntensity_PGRMC1_1	UniqueIntensity_PGRMC1_2	UniqueIntensity_PGRMC1_3	UniqueIntensity_PGRMC1_4	UniqueIntensity_PGRMC1_5	UniqueIntensity_PGRMC1_AG205_1	UniqueIntensity_PGRMC1_AG205_2	UniqueIntensity_PGRMC1_AG205_3	UniqueIntensity_PGRMC1_AG205_4	UniqueIntensity_PGRMC1_AG205_5	Intensity_MIAPACA_1	Intensity_MIAPACA_2	Intensity_MIAPACA_3	Intensity_MIAPACA_4	Intensity_MIAPACA_5	Intensity_MIAPACA_AG205_1	Intensity_MIAPACA_AG205_2	Intensity_MIAPACA_AG205_3	Intensity_MIAPACA_AG205_4	Intensity_MIAPACA_AG205_5	Intensity_PGRMC1_1	Intensity_PGRMC1_2	Intensity_PGRMC1_3	Intensity_PGRMC1_4	Intensity_PGRMC1_5	Intensity_PGRMC1_AG205_1	Intensity_PGRMC1_AG205_2	Intensity_PGRMC1_AG205_3	Intensity_PGRMC1_AG205_4	Intensity_PGRMC1_AG205_5	LFQIntensity_MIAPACA_1	LFQIntensity_MIAPACA_2	LFQIntensity_MIAPACA_3	LFQIntensity_MIAPACA_4	LFQIntensity_MIAPACA_5	LFQIntensity_MIAPACA_AG205_1	LFQIntensity_MIAPACA_AG205_2	LFQIntensity_MIAPACA_AG205_3	LFQIntensity_MIAPACA_AG205_4	LFQIntensity_MIAPACA_AG205_5	LFQIntensity_PGRMC1_1	LFQIntensity_PGRMC1_2	LFQIntensity_PGRMC1_3	LFQIntensity_PGRMC1_4	LFQIntensity_PGRMC1_5	LFQIntensity_PGRMC1_AG205_1	LFQIntensity_PGRMC1_AG205_2	LFQIntensity_PGRMC1_AG205_3	LFQIntensity_PGRMC1_AG205_4	LFQIntensity_PGRMC1_AG205_5	ImputedIntensity_MIAPACA_1	ImputedIntensity_MIAPACA_2	ImputedIntensity_MIAPACA_3	ImputedIntensity_MIAPACA_4	ImputedIntensity_MIAPACA_5	ImputedIntensity_MIAPACA_AG205_1	ImputedIntensity_MIAPACA_AG205_2	ImputedIntensity_MIAPACA_AG205_3	ImputedIntensity_MIAPACA_AG205_4	ImputedIntensity_MIAPACA_AG205_5	ImputedIntensity_PGRMC1_1	ImputedIntensity_PGRMC1_2	ImputedIntensity_PGRMC1_3	ImputedIntensity_PGRMC1_4	ImputedIntensity_PGRMC1_5	ImputedIntensity_PGRMC1_AG205_1	ImputedIntensity_PGRMC1_AG205_2	ImputedIntensity_PGRMC1_AG205_3	ImputedIntensity_PGRMC1_AG205_4	ImputedIntensity_PGRMC1_AG205_5
sp|B5ME19|EIFCL_HUMAN	B5ME19	EIFCL_HUMAN	EIF3CL	914	23.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C-like protein	1	0.999	10	59	2	2	1	2	0	2	0	2	1	2	7	5	6	4	6	3	4	2	3	5	sp|Q99613|EIF3C_HUMAN		+	1.79328142855715	25.4982000908196	5.36165358615115	0.000415833982031279	0.00142859093826875	-0.748910989385238	1.29551379566988	25.6312085911296	2.99328849151945	0.0145117383800405	0.0440000039138596	-4.16091972251638	0.115875316133675	26.3369031470314	1.03558657326754	0.326238629867515	0.44260400103045	-7.17839320788627	-0.381892316753593	24.7925055349179	-0.709729648708833	0.495408594348002	0.570389354573645	-7.59714833841743	25.068031666032	25.7075905215294	NA	NA	NA	26.1282080296319	NA	25.9906227636992	NA	NA	26.3044845994091	26.0696384036569	26.4599834835737	26.6600290895891	26.4800684492622	26.2572567612284	26.2476933083742	26.2431364941736	26.3697273930998	26.2770134879468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.068031666032	25.7075905215294	NA	NA	NA	26.1282080296319	NA	25.9906227636992	NA	NA	26.3044845994091	26.0696384036569	26.4599834835737	26.6600290895891	26.4800684492622	26.2572567612284	26.2476933083742	26.2431364941736	26.3697273930998	26.2770134879468	25.068031666032	25.7075905215294	NA	NA	NA	26.1282080296319	NA	25.9906227636992	NA	NA	26.3044845994091	26.0696384036569	26.4599834835737	26.6600290895891	26.4800684492622	26.2572567612284	26.2476933083742	26.2431364941736	26.3697273930998	26.2770134879468	25.068031666032	25.7075905215294	23.8608907965248	24.1431728950332	24.2281110035859	26.1282080296319	23.796853228393	25.9906227636992	24.718091880056	24.2834825646933	26.3044845994091	26.0696384036569	26.4599834835737	26.6600290895891	26.4800684492622	26.2572567612284	26.2476933083742	26.2431364941736	26.3697273930998	26.2770134879468
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	13.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1	0.999	2	17	3	3	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.0595167645786	27.0180541205023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.0595167645786	27.0180541205023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.0595167645786	27.0180541205023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.0595167645786	27.0180541205023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	26.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	0.9914	0.9976	1	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	62.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Ic	1	0.999	54	4950	261	240	260	238	253	231	240	245	255	268	223	219	208	192	225	292	275	254	313	258			+	-0.433634616297923	32.3707221885372	-5.63519656284664	0.000289704601579572	0.00106077796258261	-0.360547930423309	0.284970611622477	32.8455625824114	3.93697653603295	0.00317915359755807	0.0134758152493506	-2.58914688700009	-0.83414300783442	32.5709763843054	-9.52727734446327	3.8349590857602e-06	4.73534078415607e-05	4.48838422253413	-0.115537779914	32.6453083866432	-1.81857058630255	0.101504337651175	0.156567216467093	-6.30474210607903	32.5116467415499	32.5453894284143	32.6832253031821	32.5085652794776	32.688870730807	32.6660886328768	32.6355816381293	32.7084385595028	32.7562126105415	32.7490649419506	32.2121537718886	32.0815445524651	32.0188368723096	32.1414585765582	32.3155306287195	33.0192965046365	32.9876153188382	32.9362400180623	33.1314535150632	32.865634084513	32.5081324180481	32.5426910035258	32.6830643215887	32.5104224168944	32.6892930434733	32.6660886328768	32.638891698294	32.7084385595028	32.7562126105415	32.7490649419506	32.2121537718886	32.0815445524651	32.0188368723096	32.1414585765582	32.3155306287195	33.0220663620968	32.9876153188382	32.9362400180623	33.1314535150632	32.8636484591811	32.5116467415499	32.5453894284143	32.6832253031821	32.5085652794776	32.688870730807	32.6660886328768	32.6355816381293	32.7084385595028	32.7562126105415	32.7490649419506	32.2121537718886	32.0815445524651	32.0188368723096	32.1414585765582	32.3155306287195	33.0192965046365	32.9876153188382	32.9362400180623	33.1314535150632	32.865634084513	32.5116467415499	32.5453894284143	32.6832253031821	32.5085652794776	32.688870730807	32.6660886328768	32.6355816381293	32.7084385595028	32.7562126105415	32.7490649419506	32.2121537718886	32.0815445524651	32.0188368723096	32.1414585765582	32.3155306287195	33.0192965046365	32.9876153188382	32.9362400180623	33.1314535150632	32.865634084513	32.5116467415499	32.5453894284143	32.6832253031821	32.5085652794776	32.688870730807	32.6660886328768	32.6355816381293	32.7084385595028	32.7562126105415	32.7490649419506	32.2121537718886	32.0815445524651	32.0188368723096	32.1414585765582	32.3155306287195	33.0192965046365	32.9876153188382	32.9362400180623	33.1314535150632	32.865634084513
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	8.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	HCLS1-associated protein X-1	0.9914	0.999	1	8	0	0	0	0	0	1	2	0	0	0	1	0	1	1	1	0	0	1	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	12.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	GTP-binding protein 1	1	0.999	1	13	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	1	1	0	1	2				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7981496050231	24.4158396183158	24.407818554729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7981496050231	24.4158396183158	24.407818554729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7981496050231	24.4158396183158	24.407818554729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7981496050231	24.4158396183158	24.407818554729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7981496050231	24.4158396183158	24.407818554729	NA	NA	NA	NA	NA
sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	RAB27B	218	41.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-27B	1	0.999	5	50	1	2	2	1	1	6	3	4	4	4	2	2	2	1	0	3	2	2	4	4			+	0.355977635587244	24.7985450611077	0.442796022697745	0.668093550882979	0.730785601741475	-7.86235463953775	-0.186860191095654	27.0158446671804	-1.29361253710127	0.226855986552855	0.359258922942439	-6.77710894174427	-1.94588069273125	25.9494742252669	-3.71830874293791	0.0044156846571185	0.0146387678127041	-3.04666258109925	-2.48871851941415	25.8649155030211	-3.98803817542826	0.00301064556767174	0.00796605597408795	-2.75697265450263	NA	26.0723792846406	26.1269308150217	NA	NA	27.1943900116412	26.9929379905127	27.1103321226884	27.000856563235	27.2478571255637	25.899390484902	25.9247537989999	25.7817061888157	NA	NA	27.0560613143807	27.0746776987973	26.4086596343619	27.1638099627389	26.9088642478839	NA	NA	NA	NA	NA	26.4820547073427	26.1095419958693	26.0443625992847	26.2672946264462	26.2604435125659	NA	NA	NA	NA	NA	26.4504239359564	NA	NA	26.5908435404641	26.314835874999	NA	26.0723792846406	26.1269308150217	NA	NA	27.1943900116412	26.9929379905127	27.1103321226884	27.000856563235	27.2478571255637	25.899390484902	25.9247537989999	25.7817061888157	NA	NA	27.0560613143807	27.0746776987973	26.4086596343619	27.1638099627389	26.9088642478839	NA	26.0723792846406	26.1269308150217	NA	NA	27.1943900116412	26.9929379905127	27.1103321226884	27.000856563235	27.2478571255637	25.899390484902	25.9247537989999	25.7817061888157	NA	NA	27.0560613143807	27.0746776987973	26.4086596343619	27.1638099627389	26.9088642478839	23.6078294297764	26.0723792846406	26.1269308150217	24.5397189773421	22.7559227097895	27.1943900116412	26.9929379905127	27.1103321226884	27.000856563235	27.2478571255637	25.899390484902	25.9247537989999	25.7817061888157	23.738374639098	23.5384442826908	27.0560613143807	27.0746776987973	26.4086596343619	27.1638099627389	26.9088642478839
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1	0.999	3	6	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O00214|LEG8_HUMAN	O00214	LEG8_HUMAN	LGALS8	317	31.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-8	1	0.999	9	75	4	4	3	3	3	3	3	4	4	3	2	1	0	1	1	7	5	6	9	9			+	-2.71278732669358	25.4049500094774	-6.1654599980808	0.000148015026068871	0.000615164888832576	0.362956199792337	0.548720584304426	26.8603233733019	6.61904303531273	8.15488426303346e-05	0.000759634851696444	1.30900209495269	-3.08612731932353	25.5916200057924	-7.10941491549969	4.43385893977884e-05	0.000365105562556997	1.85403689155723	0.175380591674493	26.673653376987	1.83828902476775	0.0983534487618569	0.153154872037371	-6.27546449307725	26.8026837883167	26.9245046402163	26.6346085645736	26.9111516678826	26.5337697031318	26.7248247187215	26.6185379662308	26.439639039128	26.5854609349869	26.5613527466813	25.7372158760053	NA	NA	NA	NA	27.0517434800142	27.1596821290237	27.0857241622062	27.0650835989178	27.311184957109	26.8026837883167	26.9245046402163	26.6346085645736	26.9111516678826	26.5337697031318	26.7248247187215	26.6185379662308	26.439639039128	26.5854609349869	26.5613527466813	25.7372158760053	NA	NA	NA	NA	27.0517434800142	27.1596821290237	27.0857241622062	27.0650835989178	27.311184957109	26.8026837883167	26.9245046402163	26.6346085645736	26.9111516678826	26.5337697031318	26.7248247187215	26.6185379662308	26.439639039128	26.5854609349869	26.5613527466813	25.7372158760053	NA	NA	NA	NA	27.0517434800142	27.1596821290237	27.0857241622062	27.0650835989178	27.311184957109	26.8026837883167	26.9245046402163	26.6346085645736	26.9111516678826	26.5337697031318	26.7248247187215	26.6185379662308	26.439639039128	26.5854609349869	26.5613527466813	25.7372158760053	NA	NA	NA	NA	27.0517434800142	27.1596821290237	27.0857241622062	27.0650835989178	27.311184957109	26.8026837883167	26.9245046402163	26.6346085645736	26.9111516678826	26.5337697031318	26.7248247187215	26.6185379662308	26.439639039128	26.5854609349869	26.5613527466813	25.7372158760053	23.5660900212492	23.8261601307637	22.9704174603696	24.1428982422654	27.0517434800142	27.1596821290237	27.0857241622062	27.0650835989178	27.311184957109
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	20.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1	0.999	2	23	1	1	2	0	1	1	2	3	3	2	0	0	0	0	0	3	1	1	1	1			+	-0.157770896215819	23.9441460629048	-0.62173903186187	0.549137748976966	0.628007197487751	-7.76015075598638	-1.2825641726483	25.0508535237701	-1.63925344587161	0.134332997713269	0.237945351458847	-6.3231648469126	-0.544310822648985	24.1374160261214	-1.07017815755807	0.311183549618032	0.425567229975222	-7.14242350704911	-1.66910409908147	24.8575835605535	-2.5730205882294	0.029461207187501	0.0549938112831563	-5.10790374466715	NA	NA	NA	NA	NA	NA	26.0608662604641	25.6243183513469	27.5116134475923	26.010720508213	NA	NA	NA	NA	NA	26.2391189169541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.0608662604641	25.6243183513469	27.5116134475923	26.010720508213	NA	NA	NA	NA	NA	26.2391189169541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.0608662604641	25.6243183513469	27.5116134475923	26.010720508213	NA	NA	NA	NA	NA	26.2391189169541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.0608662604641	25.6243183513469	27.5116134475923	26.010720508213	NA	NA	NA	NA	NA	26.2391189169541	NA	NA	NA	NA	24.0788281674151	23.6818498054327	24.0535043970968	24.0890739987221	24.2119011863971	23.2531594828549	26.0608662604641	25.6243183513469	27.5116134475923	26.010720508213	24.3217794345126	23.9629103696417	23.7679521192395	24.3243686100187	22.9492925405722	26.2391189169541	23.7932862171676	23.6815965861326	23.7461027622904	24.5877527046849
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	29.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1	0.999	4	11	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	61	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1	0.999	12	244	1	1	0	0	1	1	1	1	1	2	22	22	21	21	24	21	28	20	28	28			+	7.94413659440312	27.8634614449513	40.6111617727528	9.78641152949834e-12	1.76627393723963e-09	17.6402366577204	8.37446060395049	27.9147213677423	20.0567036520475	5.34128753403469e-09	9.1015539579951e-07	11.4593878352412	-0.266421927564608	31.9687407059352	-2.48139811083038	0.0338067233874037	0.0731048942285989	-5.12470287633328	0.163902081982755	23.8094421067584	0.363161387809584	0.724662053366773	0.776618955306278	-7.79607585432178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.7462606911061	31.8134344095871	31.9842762437011	31.9004972231784	31.7331801431916	32.0366277390631	32.236763412723	31.919105367106	31.9639878983135	32.3532739313819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.7642091038114	31.8519116094664	31.9647218594191	31.845400845272	31.7545039434053	31.994857938991	32.2046898015686	31.9957426573758	31.9868606385792	32.3245086908309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.7462606911061	31.8134344095871	31.9842762437011	31.9004972231784	31.7331801431916	32.0366277390631	32.236763412723	31.919105367106	31.9639878983135	32.3532739313819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.7462606911061	31.8134344095871	31.9842762437011	31.9004972231784	31.7331801431916	32.0366277390631	32.236763412723	31.919105367106	31.9639878983135	32.3532739313819	24.1486141547606	24.2648416529762	23.3567325424401	24.2257890960216	23.4609882925503	24.6246040385625	24.3464735998953	22.1358492291392	23.5019098919716	24.0286185692665	31.7462606911061	31.8134344095871	31.9842762437011	31.9004972231784	31.7331801431916	32.0366277390631	32.236763412723	31.919105367106	31.9639878983135	32.3532739313819
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	56.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1	0.999	6	35	1	1	1	0	2	3	2	2	3	3	1	2	0	1	1	3	3	1	4	1			+	-0.30070504260372	24.0094227541921	-0.68318432829754	0.511248051911867	0.598328764050701	-7.71773507238111	-0.881953908190159	25.7320039693904	-1.7421471969299	0.114217711672175	0.209655153736874	-6.17616353387397	-1.43195678240512	24.5750486240928	-2.67475611576359	0.0244630550168354	0.0571028023954624	-4.80247466449138	-2.01320564799157	25.1663780994897	-5.00913672235822	0.000675981797427	0.00224975191956173	-1.17071011989054	NA	NA	NA	NA	25.6067136832777	26.3718088090184	26.2622128688185	25.9059892167152	26.1901354323219	26.1347582905533	NA	NA	NA	NA	NA	26.0754496070609	26.2988139528664	NA	26.125631187478	NA	NA	NA	NA	NA	25.6067136832777	26.3718088090184	26.2622128688185	25.9059892167152	26.1901354323219	26.1347582905533	NA	NA	NA	NA	NA	26.0754496070609	26.2988139528664	NA	26.125631187478	NA	NA	NA	NA	NA	25.6067136832777	26.3718088090184	26.2622128688185	25.9059892167152	26.1901354323219	26.1347582905533	NA	NA	NA	NA	NA	26.0754496070609	26.2988139528664	NA	26.125631187478	NA	NA	NA	NA	NA	25.6067136832777	26.3718088090184	26.2622128688185	25.9059892167152	26.1901354323219	26.1347582905533	NA	NA	NA	NA	NA	26.0754496070609	26.2988139528664	NA	26.125631187478	NA	23.6875852916812	23.680192266718	23.2455794629655	24.5788056728271	25.6067136832777	26.3718088090184	26.2622128688185	25.9059892167152	26.1901354323219	26.1347582905533	24.3208712681986	23.2876140699757	23.5449729520275	24.3361451784783	23.8057476957709	26.0754496070609	26.2988139528664	24.070723569172	26.125631187478	23.8845167598992
